OCCUPATIONID,RELATIONTYPE,SKILLID
key_15186,essential,key_12359
key_15186,optional,key_2305
key_15186,optional,key_3993
key_15186,optional,key_8972
key_15186,optional,key_13131
key_15186,optional,key_4016
key_15186,optional,key_7474
key_15186,optional,key_9103
key_15186,optional,key_10327
key_15186,optional,key_11082
key_15186,optional,key_12258
key_15186,optional,key_13162
key_15186,optional,key_13968
key_15186,optional,key_14397
key_15186,optional,key_15052
key_15187,essential,key_8835
key_15187,essential,key_9440
key_15187,essential,key_1897
key_15187,essential,key_2409
key_15187,essential,key_3785
key_15187,essential,key_5326
key_15187,essential,key_5648
key_15187,essential,key_5694
key_15187,essential,key_6308
key_15187,essential,key_8639
key_15187,essential,key_11305
key_15187,essential,key_11336
key_15187,essential,key_11648
key_15187,essential,key_12016
key_15187,essential,key_13257
key_15187,essential,key_13724
key_15187,essential,key_14443
key_15187,optional,key_7219
key_15187,optional,key_7302
key_15187,optional,key_1337
key_15187,optional,key_1820
key_15187,optional,key_3020
key_15187,optional,key_3100
key_15187,optional,key_3964
key_15187,optional,key_5018
key_15187,optional,key_5165
key_15187,optional,key_5608
key_15187,optional,key_5839
key_15187,optional,key_5963
key_15187,optional,key_5992
key_15187,optional,key_6396
key_15187,optional,key_8227
key_15187,optional,key_8425
key_15187,optional,key_9912
key_15187,optional,key_9961
key_15187,optional,key_10212
key_15187,optional,key_10573
key_15187,optional,key_12394
key_15187,optional,key_13127
key_15187,optional,key_13372
key_15187,optional,key_14133
key_15188,essential,key_4763
key_15188,essential,key_5023
key_15188,essential,key_9582
key_15188,essential,key_2508
key_15188,essential,key_2552
key_15188,essential,key_3041
key_15188,essential,key_3081
key_15188,essential,key_3114
key_15188,essential,key_4116
key_15188,essential,key_4597
key_15188,essential,key_4832
key_15188,essential,key_5253
key_15188,essential,key_5287
key_15188,essential,key_6996
key_15188,essential,key_7408
key_15188,essential,key_7486
key_15188,essential,key_8812
key_15188,essential,key_9932
key_15188,essential,key_9958
key_15188,essential,key_10357
key_15188,essential,key_10534
key_15188,essential,key_11236
key_15188,essential,key_12326
key_15188,essential,key_13225
key_15188,essential,key_13618
key_15188,essential,key_14027
key_15188,essential,key_14136
key_15188,essential,key_14236
key_15188,essential,key_15037
key_15188,optional,key_11182
key_15189,essential,key_7359
key_15189,essential,key_13753
key_15189,essential,key_1723
key_15189,essential,key_2117
key_15189,essential,key_2552
key_15189,essential,key_3081
key_15189,essential,key_4116
key_15189,essential,key_4233
key_15189,essential,key_5253
key_15189,essential,key_5514
key_15189,essential,key_6202
key_15189,essential,key_6371
key_15189,essential,key_6379
key_15189,essential,key_6478
key_15189,essential,key_7111
key_15189,essential,key_7460
key_15189,essential,key_7741
key_15189,essential,key_8812
key_15189,essential,key_9291
key_15189,essential,key_9570
key_15189,essential,key_9958
key_15189,essential,key_10680
key_15189,essential,key_10698
key_15189,essential,key_11399
key_15189,essential,key_12190
key_15189,essential,key_12350
key_15189,essential,key_13025
key_15189,essential,key_13210
key_15189,essential,key_13848
key_15189,essential,key_15055
key_15189,optional,key_6399
key_15189,optional,key_7197
key_15189,optional,key_8481
key_15189,optional,key_10637
key_15189,optional,key_2193
key_15189,optional,key_3123
key_15189,optional,key_4252
key_15189,optional,key_4449
key_15189,optional,key_5789
key_15189,optional,key_6698
key_15189,optional,key_6733
key_15189,optional,key_6873
key_15189,optional,key_7751
key_15189,optional,key_8274
key_15189,optional,key_8806
key_15189,optional,key_9561
key_15189,optional,key_10756
key_15189,optional,key_10830
key_15189,optional,key_12020
key_15189,optional,key_14325
key_15190,essential,key_1712
key_15190,essential,key_4073
key_15190,essential,key_4339
key_15190,essential,key_5237
key_15190,essential,key_12005
key_15190,essential,key_14430
key_15190,essential,key_2042
key_15190,essential,key_2527
key_15190,essential,key_2962
key_15190,essential,key_4470
key_15190,essential,key_5754
key_15190,essential,key_6241
key_15190,essential,key_7720
key_15190,essential,key_7869
key_15190,essential,key_8085
key_15190,essential,key_8317
key_15190,essential,key_8817
key_15190,essential,key_9220
key_15190,essential,key_9310
key_15190,essential,key_11337
key_15190,essential,key_12581
key_15190,essential,key_12700
key_15190,essential,key_12742
key_15190,essential,key_13613
key_15190,essential,key_13898
key_15190,essential,key_14127
key_15190,essential,key_14725
key_15190,optional,key_5537
key_15190,optional,key_12070
key_15190,optional,key_1985
key_15190,optional,key_2095
key_15190,optional,key_5229
key_15190,optional,key_5347
key_15190,optional,key_5644
key_15190,optional,key_6284
key_15190,optional,key_10320
key_15190,optional,key_10795
key_15190,optional,key_12710
key_15190,optional,key_14392
key_15191,essential,key_1941
key_15191,essential,key_12040
key_15191,essential,key_12110
key_15191,essential,key_2848
key_15191,essential,key_6660
key_15191,essential,key_8065
key_15191,essential,key_8216
key_15191,essential,key_8999
key_15191,essential,key_10618
key_15191,essential,key_13294
key_15191,optional,key_6895
key_15191,optional,key_10439
key_15191,optional,key_11841
key_15191,optional,key_13130
key_15191,optional,key_14728
key_15191,optional,key_1588
key_15191,optional,key_3116
key_15191,optional,key_3877
key_15191,optional,key_6796
key_15191,optional,key_8356
key_15191,optional,key_8436
key_15191,optional,key_9171
key_15191,optional,key_11220
key_15191,optional,key_11832
key_15191,optional,key_13534
key_15191,optional,key_13581
key_15191,optional,key_14188
key_15192,essential,key_4979
key_15192,essential,key_9479
key_15192,essential,key_12437
key_15192,essential,key_1570
key_15192,essential,key_2152
key_15192,essential,key_3462
key_15192,essential,key_4094
key_15192,essential,key_4897
key_15192,essential,key_4987
key_15192,essential,key_5001
key_15192,essential,key_6510
key_15192,essential,key_6694
key_15192,essential,key_9798
key_15192,essential,key_10370
key_15192,optional,key_4933
key_15192,optional,key_14216
key_15192,optional,key_4958
key_15192,optional,key_8237
key_15192,optional,key_9098
key_15192,optional,key_10651
key_15193,essential,key_13323
key_15193,essential,key_1297
key_15193,essential,key_1758
key_15193,essential,key_2402
key_15193,essential,key_5725
key_15193,essential,key_7297
key_15193,essential,key_10204
key_15193,essential,key_10216
key_15193,essential,key_12964
key_15193,essential,key_13691
key_15193,optional,key_8256
key_15193,optional,key_13968
key_15194,essential,key_2624
key_15194,essential,key_8122
key_15194,essential,key_8234
key_15194,essential,key_9001
key_15194,essential,key_10164
key_15194,essential,key_11173
key_15194,essential,key_3531
key_15194,essential,key_4022
key_15194,essential,key_4227
key_15194,essential,key_5065
key_15194,essential,key_6603
key_15194,essential,key_7077
key_15194,essential,key_9935
key_15194,optional,key_1854
key_15194,optional,key_3763
key_15194,optional,key_4306
key_15194,optional,key_5094
key_15194,optional,key_5848
key_15194,optional,key_6959
key_15194,optional,key_7967
key_15194,optional,key_8427
key_15194,optional,key_9311
key_15194,optional,key_11581
key_15194,optional,key_11662
key_15194,optional,key_11790
key_15194,optional,key_12179
key_15194,optional,key_12673
key_15194,optional,key_13477
key_15194,optional,key_13732
key_15194,optional,key_14159
key_15194,optional,key_14243
key_15194,optional,key_14388
key_15194,optional,key_15038
key_15194,optional,key_2295
key_15194,optional,key_2667
key_15194,optional,key_3119
key_15194,optional,key_3469
key_15194,optional,key_3542
key_15194,optional,key_4140
key_15194,optional,key_4811
key_15194,optional,key_5090
key_15194,optional,key_6693
key_15194,optional,key_7491
key_15194,optional,key_8960
key_15194,optional,key_9098
key_15194,optional,key_9772
key_15194,optional,key_9968
key_15194,optional,key_10347
key_15194,optional,key_12224
key_15194,optional,key_12394
key_15194,optional,key_13059
key_15195,essential,key_4069
key_15195,essential,key_5237
key_15195,essential,key_5367
key_15195,essential,key_6961
key_15195,essential,key_7610
key_15195,essential,key_9647
key_15195,essential,key_10616
key_15195,essential,key_12263
key_15195,essential,key_14361
key_15195,essential,key_14522
key_15195,essential,key_1327
key_15195,essential,key_1797
key_15195,essential,key_1924
key_15195,essential,key_2452
key_15195,essential,key_2896
key_15195,essential,key_3112
key_15195,essential,key_3703
key_15195,essential,key_4071
key_15195,essential,key_4818
key_15195,essential,key_6628
key_15195,essential,key_7090
key_15195,essential,key_8469
key_15195,essential,key_8664
key_15195,essential,key_9250
key_15195,essential,key_9703
key_15195,essential,key_10588
key_15195,essential,key_10688
key_15195,essential,key_10762
key_15195,essential,key_12875
key_15195,essential,key_13750
key_15195,essential,key_14331
key_15195,essential,key_14981
key_15195,optional,key_3324
key_15195,optional,key_10043
key_15195,optional,key_2023
key_15195,optional,key_2542
key_15195,optional,key_2927
key_15195,optional,key_3975
key_15195,optional,key_6001
key_15195,optional,key_6307
key_15195,optional,key_7306
key_15195,optional,key_7367
key_15195,optional,key_8031
key_15195,optional,key_9043
key_15195,optional,key_11248
key_15195,optional,key_12300
key_15195,optional,key_13171
key_15195,optional,key_13254
key_15195,optional,key_13666
key_15196,essential,key_8234
key_15196,essential,key_14216
key_15196,essential,key_2935
key_15196,essential,key_4094
key_15196,essential,key_4227
key_15196,essential,key_5090
key_15196,essential,key_7356
key_15196,essential,key_7986
key_15196,essential,key_9935
key_15196,essential,key_9968
key_15196,essential,key_13059
key_15196,optional,key_4497
key_15196,optional,key_4979
key_15196,optional,key_5252
key_15196,optional,key_10964
key_15196,optional,key_2550
key_15196,optional,key_2870
key_15196,optional,key_4052
key_15196,optional,key_4811
key_15196,optional,key_4899
key_15196,optional,key_5293
key_15196,optional,key_5432
key_15196,optional,key_5986
key_15196,optional,key_6852
key_15196,optional,key_7388
key_15196,optional,key_8796
key_15196,optional,key_8852
key_15196,optional,key_9636
key_15196,optional,key_10457
key_15196,optional,key_11807
key_15196,optional,key_11925
key_15196,optional,key_13164
key_15196,optional,key_13617
key_15196,optional,key_14551
key_15197,essential,key_2117
key_15197,essential,key_2173
key_15197,essential,key_2875
key_15197,essential,key_3003
key_15197,essential,key_3081
key_15197,essential,key_3501
key_15197,essential,key_3617
key_15197,essential,key_4116
key_15197,essential,key_4721
key_15197,essential,key_4850
key_15197,essential,key_5015
key_15197,essential,key_5071
key_15197,essential,key_7741
key_15197,essential,key_8087
key_15197,essential,key_10525
key_15197,essential,key_10949
key_15197,essential,key_11765
key_15197,essential,key_11992
key_15197,essential,key_12020
key_15197,essential,key_12577
key_15197,optional,key_1302
key_15197,optional,key_3305
key_15197,optional,key_3363
key_15197,optional,key_4156
key_15197,optional,key_5129
key_15197,optional,key_6994
key_15197,optional,key_8590
key_15197,optional,key_9347
key_15197,optional,key_11260
key_15197,optional,key_12082
key_15197,optional,key_12798
key_15197,optional,key_13655
key_15198,essential,key_3614
key_15198,essential,key_3208
key_15198,essential,key_4845
key_15198,essential,key_5031
key_15198,essential,key_5617
key_15198,essential,key_5645
key_15198,essential,key_6019
key_15198,essential,key_6364
key_15198,essential,key_7170
key_15198,essential,key_8934
key_15198,essential,key_9686
key_15198,essential,key_10341
key_15198,essential,key_11093
key_15198,essential,key_11255
key_15198,essential,key_11910
key_15198,essential,key_12953
key_15198,essential,key_13070
key_15198,optional,key_4920
key_15198,optional,key_9317
key_15198,optional,key_9699
key_15198,optional,key_10657
key_15198,optional,key_15090
key_15198,optional,key_5932
key_15198,optional,key_6249
key_15198,optional,key_7632
key_15198,optional,key_7763
key_15198,optional,key_8354
key_15198,optional,key_8632
key_15198,optional,key_11416
key_15198,optional,key_11655
key_15198,optional,key_13516
key_15198,optional,key_13644
key_15198,optional,key_13702
key_15199,essential,key_1781
key_15199,essential,key_1993
key_15199,essential,key_2804
key_15199,essential,key_3797
key_15199,essential,key_4038
key_15199,essential,key_5953
key_15199,essential,key_6577
key_15199,essential,key_7329
key_15199,essential,key_12104
key_15199,essential,key_12244
key_15199,essential,key_12519
key_15199,essential,key_3058
key_15199,essential,key_3704
key_15199,essential,key_4844
key_15199,essential,key_9865
key_15199,essential,key_10445
key_15199,essential,key_10686
key_15199,essential,key_10909
key_15199,essential,key_13073
key_15199,essential,key_13078
key_15199,essential,key_13136
key_15199,essential,key_13971
key_15199,optional,key_1267
key_15199,optional,key_1409
key_15199,optional,key_1491
key_15199,optional,key_1811
key_15199,optional,key_1940
key_15199,optional,key_1944
key_15199,optional,key_2006
key_15199,optional,key_2302
key_15199,optional,key_2630
key_15199,optional,key_3083
key_15199,optional,key_3687
key_15199,optional,key_3924
key_15199,optional,key_4598
key_15199,optional,key_4775
key_15199,optional,key_4909
key_15199,optional,key_4939
key_15199,optional,key_5164
key_15199,optional,key_5384
key_15199,optional,key_5571
key_15199,optional,key_5722
key_15199,optional,key_5804
key_15199,optional,key_6012
key_15199,optional,key_6127
key_15199,optional,key_7452
key_15199,optional,key_8477
