ORIGINURI,ID,UUIDHISTORY,SKILLTYPE,REUSELEVEL,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE
http://data.europa.eu/esco/skill/0157feec-52c2-4764-b83d-2d017ce8e49d,key_19480,"4c24c7d5-6264-41bd-875a-3f08eb1deeeb
04898f02-18b5-41e4-8c44-74525de7df51
c825145d-ca39-4d29-ba0d-07080c8b090b",skill/competence,sector-specific,préparer des huiles,,"Sélectionner les huiles appropriées pour le client, les mélanger afin de créer des composés individualisés avec des besoins et des ratios spécifiques pour les clients, en tenant un registre des traitements appliqués et des mélanges utilisés pendant la thérapie.",,
http://data.europa.eu/esco/skill/015b0162-6dd3-4d46-bbfd-325086155dd5,key_19481,"36205708-8371-4b59-8e18-bcb6060049b8
62b06e3c-ab88-4555-b0a4-3c480a7801aa
5185349e-8616-4cf9-9d61-008491dc19de",skill/competence,sector-specific,acheter des fournitures,,Acheter et réapprovisionner les fournitures ; s’assurer que toutes les marchandises requises sont disponibles en stock.,,
http://data.europa.eu/esco/skill/015cd017-b146-4c9d-ab10-5dfca451c30a,key_19482,"78f5d700-14d3-4b8d-8fb6-38315e278690
526336fc-22af-44a9-a3a9-ac6aea60207e
b9f2533f-09b3-41a2-aba8-4897904a5b7c",skill/competence,sector-specific,viser l’excellence dans la création de produits alimentaires,,Essayer de créer des produits alimentaires sous leur forme la plus qualitative possible.,,
http://data.europa.eu/esco/skill/0162b701-6bb4-400a-b557-7996053d7daf,key_19483,"d18fde78-71c9-453c-a6ea-024b07edb2e7
b8814b8b-eddf-4212-8779-dda217238680
9b0ac46a-29a7-4582-8bef-cd94d495579f",skill/competence,sector-specific,appliquer des normes d’hygiène personnelle lors d’opérations de nettoyage,,"Appliquer les normes d’hygiène et d'ordre personnelles, porter un équipement de protection lors des activités de nettoyage, dans le respect des procédures de santé et de sécurité inhérentes à la tâche réalisée ou fixées par l’organisation.",,
http://data.europa.eu/esco/skill/0167ee96-f478-4383-afe6-aabf387da5b3,key_19484,"6b6df86b-cd12-4c01-ae44-61ee56134c75
7bf04531-892d-4568-be18-1a473ff78774
1b9d2df0-6abc-4a63-9386-a9ccc00cbbb4",skill/competence,cross-sector,communiquer avec des dactylos,communiquer avec des dactylographes,"Donner des instructions aux dactylographes concernant  les destinataires, le format approprié, le nombre d’exemplaires requis, etc., afin de leur permettre de saisir les documents finaux.",,
http://data.europa.eu/esco/skill/016cee6c-9e95-466c-bd51-d63327751aa2,key_19485,"48a29177-5025-4fff-a0a3-cce203f96a65
3483f32d-b962-4195-a077-5a83c5d06658
f458e766-763a-43c8-b529-3d01104ab3bf",skill/competence,sector-specific,évaluer des opérations ferroviaires,,"Examiner et étudier le matériel, les installations, les systèmes et les processus ferroviaires existants afin d’améliorer la sécurité et l’efficacité ferroviaires, d’accroître la qualité et de réduire les coûts.",,
http://data.europa.eu/esco/skill/016e7bf4-fe86-4a1f-ace1-54e5b697293d,key_19486,"42541cda-5b3f-47e8-8f17-345047520699
149c323e-e3d4-4daa-8720-3539771092b6
f315f08f-9727-4d43-a2d8-65643f377c54",skill/competence,occupation-specific,pratiquer des sports extrêmes,,"Pratiquer des activités de sport considérées comme présentant un niveau élevé de danger inhérent et impliquant la vitesse, la hauteur, un niveau élevé d’effort physique et un équipement hautement spécialisé.",,
http://data.europa.eu/esco/skill/0171653e-c8e9-4c24-bb86-a4b6fe038f25,key_19487,"323f5c0a-60ee-48e4-b68b-d71d1f5821ca
4f25d87e-94a5-4deb-b86c-ea7e09982990
36d8cb8b-54b2-4cf0-a554-67eb7ef9721b",skill/competence,transversal,adopter des stratégies de promotion de la biodiversité et du bien-être animal,,"Adopter des comportements qui contribuent au maintien d’écosystèmes stables et à la lutte contre l’extinction de masse, par exemple en faisant des choix alimentaires conscients qui soutiennent la production alimentaire biologique et le bien-être animal.
  ",,
http://data.europa.eu/esco/skill/0174a9e6-bf12-4ac3-bfc3-0a5469410f18,key_19488,"1402e624-238e-4725-bdea-4e1ee729f298
5b504c70-7ea8-48da-92ac-d71a0749f749
8d5139fd-09e0-4516-aaac-f43b0c113511",skill/competence,occupation-specific,fournir un accompagnateur pour des enfants sur un plateau,,Assurez-vous de la présence systématique d’un accompagnateur sur le plateau de tournage lorsque vous recrutez des enfants mineurs pour jouer dans un film.,,
http://data.europa.eu/esco/skill/01755f08-4df4-4cf0-8d22-08f94cad68b5,key_19489,"751f66f4-57a5-4405-a028-52385cc951f7
1ac5f3c8-ff70-42f8-a5fe-09844ce9d5d5
f96d7bb7-9b3c-49b4-b601-ca33985e25ea",skill/competence,cross-sector,organiser le travail,,"Organiser, répartir et coordonner les membres de l’équipe. Organiser les programmes de production et planifier la production et les ventes. Acheter du matériel et de l’équipement. Gérer les stocks.",,
http://data.europa.eu/esco/skill/017738e7-7d12-4e87-a580-8523405bab96,key_19490,"0db3a39e-257d-4367-88a5-74d8ed5fd628
87002849-ce51-43f9-8fe3-027c571a48fa
7541fc56-3c7c-4867-9a93-e4ce355eb4b6",skill/competence,sector-specific,utiliser des outils de gravure sur verre,,"Utiliser des outils de gravure qui utilisent des roues en acier, en pierre ou en cuivre selon le type de verre ou d’objets en verre.",,
http://data.europa.eu/esco/skill/017d3b78-ebfa-431d-acc5-8050e9b0fdc8,key_19491,"219c73fe-bc47-49ee-b3c4-2b2930b98c16
ec03361a-8418-4e46-988b-48980b72878b
db64226a-22ee-4366-bdaf-4ad6cfc89580",skill/competence,sector-specific,utiliser une boule de démolition,,Utiliser une boule de démolition pour démolir une structure ou des parties de celle-ci. Hisser la boule de démolition en l’air à l’aide d’une grue. Lâcher la balle ou la balancer de façon contrôlée pour frapper la structure. Il convient de bien viser car le poids et la dynamique de la boule peuvent déstabiliser la grue.,,
http://data.europa.eu/esco/skill/018164df-2814-4926-bdf7-398d86b9dfe6,key_19492,"d87b87b4-b9e3-4b62-be26-5905da794605
7854ea86-3a2a-4f2d-a531-dc63a182f091
cdb1a7d3-161f-4251-b88f-c25a17140cc3",skill/competence,cross-sector,évaluer la qualité d’un vêtement,,"Évaluation des coutures, de la construction, des accessoires, des attaches, des embellissements, des ombres à l’intérieur du vêtement ; évaluation de la continuité du patron, de l’appariement ; évaluation des rubans et des doublures.",,
http://data.europa.eu/esco/skill/01819474-b960-4b8f-b020-2da26518d43a,key_19493,"2bc5b37d-16a6-4bab-b010-cbcf7363194b
a2ef4ffd-d059-41fa-9054-0c77ebf9093a
f82a888b-bb2b-44a2-b378-f6849d78e5db",skill/competence,occupation-specific,demander un remboursement,,"Se renseigner auprès du fournisseur pour retourner, échanger ou rembourser des marchandises.",,
http://data.europa.eu/esco/skill/01895f13-1989-4756-80d6-9b9ee19ddb32,key_19494,"59cfe8c9-394b-47f8-8678-283ac36cab46
629bbd30-f695-4bdf-9990-a0ac990eed0f
f7345713-bd5d-4c18-b9ea-52317cc964ed",skill/competence,sector-specific,réaliser une étude de faisabilité sur les systèmes de gestion d’immeubles,,"Évaluer et estimer le potentiel d’un système de gestion d’immeubles. Réaliser une étude normalisée pour déterminer la part d’économie d’énergie, les coûts et les limites, et mener des recherches à l’appui du processus décisionnel.
	",,
http://data.europa.eu/esco/skill/0189f448-179e-47cc-9716-c5c3ac4b1aec,key_19495,"a840b335-4d03-4cac-ba74-cdb2c8dae0a6
39ef3727-dbf6-439e-8f7b-47149dabb660
36039a52-32f2-41f2-8439-7ec890305d71",knowledge,sector-specific,Absorb (systèmes de gestion de l’apprentissage),,"Le système d’apprentissage Absorb est une plateforme d’apprentissage en ligne pour créer, administrer et dispenser des cours d’apprentissage en ligne ou des programmes de formation pour les élèves de l’enseignement secondaire.",,
http://data.europa.eu/esco/skill/0194a8eb-c262-411a-ad3f-f3d587630562,key_19496,"04fd77da-b5bc-4a66-b600-c2d421643fb2
007e1989-7cc8-4c85-bbf6-5ba5d34309b7
4095502c-ecf4-41f1-ab8f-938030fe747d",skill/competence,occupation-specific,exécuter des tâches administratives à bord de petits navires,,"Respecter les exigences administratives et en matière de travail. Planifier l’approvisionnement, la réception et l’arrimage. Libérer le navire conformément à la réglementation en vigueur.",,
http://data.europa.eu/esco/skill/0196d283-9b1a-43a5-b219-43580c7cf560,key_19497,"bc53887f-5284-40a0-9b6f-cc5e370105b4
0df6bb5d-cc09-4c39-b9f1-4c86f639871e
ade6aebc-2211-4983-ac84-b4bb9a0908c3",knowledge,sector-specific,ingrédients cosmétiques,,"Divers produits de base entrant dans le fabrication de produits cosmétiques, depuis des insectes broyés jusqu’à la rouille.",,
http://data.europa.eu/esco/skill/01a6e6ae-32d5-440a-bdb3-c9ed8a1f57c0,key_19498,"7b977f8d-2df1-4fbe-b792-23b11c666fbd
5faafea6-5fa9-4cc0-8a84-3ea7f585c62d
8fed82b5-dde8-4dde-a54d-a0e9bd6f6bdd",knowledge,occupation-specific,dynamiques humaines dans la cadre de la sécurité des établissements hôteliers,"interactions humaines dans le cadre de la sécurité des hôtels
déplacements humains dans la cadre de la sécurité des hôtels
interactions humaines dans le cadre de la sécurité des établissements hôteliers","Caractéristiques du comportement des êtres humains, de l’interaction entre eux et de leur dynamique afin de garantir leur sécurité dans un établissement d’accueil.",,
http://data.europa.eu/esco/skill/01c03003-516d-43c6-8477-45c472413521,key_19499,"1b1b80bd-7fb7-4571-8f9f-a3a3af7ad8cf
76779437-7b02-4600-b928-0ce67b7f75b3
44e349a5-e408-4614-9426-1bdbafd014e5",skill/competence,cross-sector,donner des conseils sur les matériaux de construction,,Donner des conseils sur une vaste gamme de matériaux de construction et les mettre à l’essai.,,
http://data.europa.eu/esco/skill/01c4bbed-0449-44c9-9c05-48c30ffdcc22,key_19500,"7738de35-dc13-4db6-8746-e382210f56ab
d22fde7e-f7ba-4f56-9169-0725afbfe296
58030426-6900-4201-97fa-6661a31fd7e9",skill/competence,sector-specific,entretenir des équipements rotatifs,,Effectuer l’entretien courant de l’équipement rotatif pour s’assurer qu’il est propre et en bon état de fonctionnement.,,
http://data.europa.eu/esco/skill/01cea4d4-41fa-42a2-9bf7-7ba0a8f439c1,key_19501,"c4a85283-dd66-4589-a1f4-f726bef07444
035de28b-b904-4d11-9b49-7e6d0a2205c1
178ae7de-e168-4a0f-aabf-43e278336332",skill/competence,occupation-specific,gérer des bénévoles dans un magasin d’occasion,,coordonner une équipe de bénévoles pour des tâches dans un magasin d’articles d’occasion.,,
http://data.europa.eu/esco/skill/01d3d692-dcba-4544-82d2-fc27726bdbbc,key_19502,"801334a0-07b7-4eb5-92db-3abc4fb9cefe
bda3cb59-c2cd-4b78-b872-da01e73f781b
7ee63fc8-6d18-44cd-8808-bfb6b0504dbd",skill/competence,occupation-specific,pomper des produits pour stockage,,"Entreposer des citernes ou d’autres équipements pour le traitement de la pâte à papier blanchie pour les étapes ultérieures de la fabrication du papier.
   ",,
http://data.europa.eu/esco/skill/01d80f57-3906-44e9-8592-fd1bd8a35808,key_19503,"f97c3f66-cec4-4e76-98a6-8434df7d9b61
28b6d9ed-79a1-40ca-859d-55af8e32f5af
db2dcff8-f987-46b8-a486-2abfec91ed21",knowledge,sector-specific,sciences médico-biologiques et médicales en lien avec l’odontologie,,"La composante comportementale et l’environnement social qui ont une incidence sur la santé des personnes, sur le plan dentaire.",,
http://data.europa.eu/esco/skill/01e5d2e2-d368-4fb9-9be9-9923146482c4,key_19504,"3c14c26a-1e6a-485d-9d73-11ea91680549
bb6437bf-b08b-4abd-8554-663388a1dcdc
4bfa1723-5fde-45ec-bf7e-a78e5377c7be",skill/competence,sector-specific,veiller aux détails dans des processus de moulage,,Veiller aux détails dans le travail de fonderie pour le traitement des métaux concernant la qualité du moulage et des moules.,,
http://data.europa.eu/esco/skill/01e66e1c-97d9-4829-bee1-f3ab649161e8,key_19505,"9ab5152a-5abc-453c-87f2-3b12926b9b41
6402119e-2880-470a-a97b-24c9cc496a93
e6a3b38a-c89a-4e4c-afc0-a6dee9dcd27d",knowledge,cross-sector,sciences biomédicales,,"Les principes des sciences naturelles appliquées aux médicaments. Les sciences médicales, telles que la microbiologie médicale et la virologie clinique, appliquent les principes de la biologie dans le cadre des connaissances et découvertes médicales.",,
http://data.europa.eu/esco/skill/01e7dee7-3ff1-4807-acad-058dbed91aba,key_19506,"09656f07-b55a-4040-a34e-399fc5874504
0e3d4da9-b570-4fc7-b59a-a973f6d7f5cb
e157b965-c483-4c17-8b4b-4e7595a341a2",skill/competence,sector-specific,tenir à jour ses connaissances des produits,,"Recueillir les informations les plus récentes sur les développements liés aux produits, méthodes ou techniques existants ou pris en charge.",,
http://data.europa.eu/esco/skill/01f10952-cb59-4347-9aee-d4fbc51c870a,key_19507,"dfec2e92-23d0-4259-a755-a53e7e03ee2c
4bfeb5a5-d897-4f4f-8325-f7af78507fca
2cde8347-ebf5-407b-9785-d229b0efdd95",skill/competence,transversal,écrire en hongrois,,Rédiger des textes écrits en hongrois.,,
http://data.europa.eu/esco/skill/01f91b5b-3e2f-40a2-ab88-bc8113c0ab37,key_19508,"2bc8b548-af52-44ec-8877-ff49a5b682d5
99157366-6dd2-43b7-b0b4-d65e460f55f4
a8b1af28-5d8f-48ff-b439-4369b4e965c4",skill/competence,sector-specific,contrôler un fluide de forage,,"Surveiller et entretenir les fluides de forage, ou « boues ». Ajouter différents produits chimiques au fluide pour remplir diverses fonctions dans les opérations de forage : garder le foret au frais, fournir une pression hydrostatique, etc.",,
http://data.europa.eu/esco/skill/01faf296-e037-494c-bb1c-65bda5aed750,key_19509,"83b1a310-bb27-471f-928e-17617aeb7ffb
a77de531-27a3-48ae-8543-d256084bba34
910a2854-9f16-4f22-b522-9bd46b0ac456",skill/competence,sector-specific,élaborer des plans d’efficacité pour le transport maritime,,Organiser l’utilisation la plus efficace possible de l’espace de chargement et du mouvement des navires ; surveiller le nombre de grues et d’espaces de quai disponibles ; et évaluer l’état physique des navires et l’impact du poids de la cargaison sur la stabilité des navires.,,
http://data.europa.eu/esco/skill/01fec851-b5f4-419b-940a-3b4c835adfa8,key_19510,"2ec991f6-c493-4dd1-b35d-106292542f2b
9fd15c2b-0b8b-4ca6-8471-450a99596974
a46467c0-486d-400f-a0c5-8367251e3c8e",skill/competence,cross-sector,utiliser des machines de conditionnement,,"Utiliser des machines de conditionnement , telles que les machines de remplissage, d’étiquetage et de scellage. Stocker et trier les produits à traiter selon les spécifications. Réapprovisionner les fournitures d’emballage en fonction des besoins, telles que les boîtes, les cartons, le papier d’emballage, les feuilles de plastique, la colle, l’encre ou les étiquettes.",,
http://data.europa.eu/esco/skill/01ffbbf3-0c62-45e0-92d9-01a86dc7c81d,key_19511,"33df127f-ba49-4509-b778-5c9a1a4571b4
26eee0f3-6173-42e2-b3ea-5d69643b5285
b685a5f2-cbb6-462e-9f49-18b788bc84ed",skill/competence,occupation-specific,donner des conseils sur la manipulation de produits en argile,,Conseiller les autres travailleurs sur le recouvrement des produits finis avec une bâche.,,
http://data.europa.eu/esco/skill/0200e5e6-218d-4dae-b1ab-250382250ecb,key_19512,"004d322b-afd7-42ec-b4a5-5b62d7795e15
f846df4f-985a-482c-bd7d-2362329da1f0
44b1019e-150a-41c0-ad35-2a70683a8a0a",skill/competence,sector-specific,entretenir des équipements de forage,,Entretien et réparation de divers équipements de forage.,,
http://data.europa.eu/esco/skill/02053349-bc3a-4945-bcf7-33d2136c14d5,key_19513,"6311f9ee-a41d-47fd-aeea-05f3493245ea
be61504c-88d0-4680-8dcc-93d27bea6898
ba3bacb5-9d5b-495c-83ca-d8cfb3647c37",skill/competence,sector-specific,contrôler les maladies d’arbres,,Identifier les arbres malades ou indésirables. Les couper à l’aide d’une scie à moteur ou d’une scie à main.,,
http://data.europa.eu/esco/skill/0207f83d-a1e4-4b47-b80c-84d41257791f,key_19514,"85d041a3-fd78-4f21-be43-66951f94592f
18cb716f-a104-4f5c-a187-f2127f175370
449c4e69-af47-496b-b470-abc085a4d3cf",skill/competence,sector-specific,analyser le concept artistique d’après les actions scéniques,,"Analyser le concept artistique, la forme et la structure d’un spectacle vivant à partir de l’observation pendant les répétitions ou l’improvisation. Créer une base structurée pour le processus de conception d’une production spécifique.",,
http://data.europa.eu/esco/skill/020918ef-4b55-47c1-8430-ab7b8f6a7377,key_19515,"8d71675f-6b73-4ac9-a5e8-f86e64ce9842
a0ee3f0e-2d8f-4205-8dad-0f1c5a3e664b
336e5a6a-6f3b-4d3f-a680-1e898fafc199",skill/competence,sector-specific,transférer des données existantes,,"Appliquer des méthodes de migration et de conversion des données existantes, afin de transférer ou de convertir des données entre formats, systèmes de stockage ou systèmes informatiques.",,
