conceptType,conceptUri,skillType,reuseLevel,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/abadaacb-5751-4f52-96b7-c9bbc070f9de,skill/competence,transversal,écrire en estonien,released,,Rédiger des textes en estonien.,http://data.europa.eu/esco/skill/1b7e6f56-bc73-4bcc-81ae-09252175d418,estonien
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ad3711f4-f4d9-41e0-b26d-030247cecde4,skill/competence,transversal,interagir verbalement en azéri,released,s'exprimer oralement en azéri,Communiquer oralement en azéri.,http://data.europa.eu/esco/skill/5bfce8e7-6f22-4e67-9018-0e4161620f3a,azéri
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ae5d27b1-7298-4dce-836c-3bb26c2fafda,skill/competence,transversal,interagir verbalement en lituanien,released,s'exprimer oralement en lituanien,Communiquer oralement en lituanien.,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,lituanien
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ae72f370-469d-44fa-9f09-408b1c994d2e,skill/competence,transversal,comprendre le roumain écrit,released,,Lire et comprendre des textes rédigés en roumain.,http://data.europa.eu/esco/skill/4b9f1ae5-0ee6-4738-8999-9b8191fba808,roumain
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b0964159-d7b2-4f1e-a0d1-5d100445fcdb,skill/competence,transversal,comprendre l’arabe écrit,released,,Lire et comprendre des textes rédigés en arabe.,http://data.europa.eu/esco/skill/33859d93-987c-4caa-a0a9-6159ea7bbc2a,arabe
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b22ab5e7-11e1-435e-bdab-0f8decd6a6f4,skill/competence,transversal,comprendre l’arabe parlé,released,,Comprendre l’arabe à l’oral.,http://data.europa.eu/esco/skill/33859d93-987c-4caa-a0a9-6159ea7bbc2a,arabe
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b2c1f90a-72ce-4499-ab9a-a9a5c9355d5b,knowledge,transversal,géorgien,released,,La langue géorgienne.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,maîtriser des langues | Langues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b2cd801d-803d-41bc-bef3-dea4ddd94bbc,skill/competence,transversal,écrire en hindi,released,,Rédiger des textes en hindi.,http://data.europa.eu/esco/skill/d93a7370-bf56-43f5-be54-e108f8ec3107,hindi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,knowledge,transversal,lituanien,released,,La langue lituanienne. Le lituanien est une langue officielle et de travail de l’UE.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,maîtriser des langues | Langues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b45f87e9-66ce-4212-82eb-3a55765bc512,skill/competence,transversal,interagir verbalement en italien,released,s'exprimer oralement en italien,Communiquer oralement en italien.,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,italien
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b4a5d258-4fe7-4fa5-b58f-d2f8769eb15b,skill/competence,transversal,écrire en sarde,released,,Rédiger des textes en sarde.,http://data.europa.eu/esco/skill/1627c1b9-31e1-4742-bf5c-cfec2ce33cfc,sarde
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b4d8c494-4318-42e4-ba6e-0039390a2d7a,skill/competence,transversal,interagir verbalement en bihari,released,s'exprimer oralement en bihari,Communiquer oralement en bihari.,http://data.europa.eu/esco/skill/15ea7b6b-1b93-4ed8-b58a-5c54777e0832,bihari
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b5ff2ded-a91d-468b-afed-f9737f929e86,skill/competence,transversal,écrire le chinois,released,,Rédiger des textes en chinois.,http://data.europa.eu/esco/skill/1fe42b38-cd42-4fc7-ae77-14e4c9e96295,chinois
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b6422189-45f6-4e87-8a9e-7e4aabddf069,skill/competence,transversal,écrire en ourdou,released,,Rédiger des textes en ourdou.,http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490,ourdou
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b694bab7-6ece-48a8-8a65-2f6d8fd62df2,skill/competence,transversal,comprendre le norvégien écrit,released,,Lire et comprendre des textes écrits en norvégien.,http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,norvégien
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b6c39ec1-7da2-46dc-9cec-2f7204066cf3,skill/competence,transversal,comprendre l’irlandais parlé,released,,Comprendre l’irlandais oralement.,http://data.europa.eu/esco/skill/8f4c0fe6-10c7-409e-92d6-245f46728209,irlandais
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b7385197-5481-4b91-9628-56dadb648f69,skill/competence,transversal,comprendre le gujarati parlé,released,,Comprendre le gujarati à l’oral.,http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe,gujarati
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b895feef-e869-48ac-a853-6c31a636721f,skill/competence,transversal,comprendre le javanais parlé,released,,Comprendre le javanais à l’oral.,http://data.europa.eu/esco/skill/7a86907d-1fd5-4e8f-b0f1-f366a14f6f6d,javanais
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ba002311-da5a-4795-933b-1c7d1f0f2f25,skill/competence,transversal,comprendre le kazakh parlé,released,,Comprendre le kazakh à l’oral.,http://data.europa.eu/esco/skill/f37dbb3c-dafc-4835-86d1-de9615626f9b,kazakh
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bad8da46-ec16-48da-b717-e9b9616e3c91,skill/competence,transversal,comprendre le macédonien parlé,released,,Comprendre le macédonien à l’oral.,http://data.europa.eu/esco/skill/15f261e6-4379-437e-b137-b0c473ae3e74,macédonien
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bb691baa-c7c2-41c3-af69-4dc901d22d2f,skill/competence,transversal,comprendre l’italien écrit,released,,Lire et comprendre des textes rédigés en italien.,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,italien
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bbe65f99-72a8-43a2-b227-9ce1457a8a20,skill/competence,transversal,interagir verbalement en catalan,released,s'exprimer oralement en catalan,Communiquer oralement en catalan.,http://data.europa.eu/esco/skill/8ee2b6f2-7017-4b9a-9de2-4dedf0711394,catalan
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bc112354-758e-40eb-930e-9ebdbd5a2f34,skill/competence,transversal,comprendre le grec parlé,released,,Comprendre le grec à l’oral.,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,Grec
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490,knowledge,transversal,ourdou,released,urdu,La langue ourdoue.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,Langues | maîtriser des langues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bc65ec0c-cdf0-4af3-b79e-c9bfa5abd758,skill/competence,transversal,comprendre le letton parlé,released,,Comprendre le letton à l’oral.,http://data.europa.eu/esco/skill/5de39924-769c-4301-82a5-525358dffe50,letton
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bdf14dfe-437d-4fb6-95f4-72da1a593384,skill/competence,transversal,interagir verbalement en suédois,released,s'exprimer oralement en suédois,Communiquer oralement en suédois.,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,suédois
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/be5c6fb4-d257-4c98-b5e2-d3866fd0f2c2,skill/competence,transversal,interagir verbalement en coréen,released,s'exprimer oralement en coréen,Communiquer oralement en coréen.,http://data.europa.eu/esco/skill/f9bc2890-d1f2-4a83-bd7b-b150a7679c79,Coréen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/befd434f-bb74-4144-8aa6-28b903b792a0,skill/competence,transversal,interagir verbalement en portugais,released,s'exprimer oralement en portugais,Communiquer oralement en portugais.,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,portugais
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bf60009d-8afb-4306-9b0d-cfe2f66ab08f,knowledge,transversal,vietnamien,released,,La langue vietnamienne.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,maîtriser des langues | Langues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bfb5f0b8-0ea0-4e44-a48d-7d876f966758,skill/competence,transversal,interagir verbalement en français,released,s'exprimer oralement en français,Communiquer oralement en français.,http://data.europa.eu/esco/skill/e747e77e-0ea1-4001-8b07-1d11946b5f1b,Français
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c0d6eb4a-636c-43d8-9bec-69f6586c415a,skill/competence,transversal,interagir verbalement en estonien,released,s'exprimer oralement en estonien,Communiquer oralement en estonien.,http://data.europa.eu/esco/skill/1b7e6f56-bc73-4bcc-81ae-09252175d418,estonien
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c2cc1a0a-356e-4634-bfd8-94c5d84324ba,skill/competence,transversal,interagir verbalement en berbère,released,s'exprimer oralement en berbère,Communiquer oralement en berbère.,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,berbère
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c34a8faa-b543-45eb-b088-39baf21c5146,skill/competence,transversal,interagir verbalement en ourdou,released,s'exprimer oralement en ourdou,Communiquer oralement en ourdou.,http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490,ourdou
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c445a2f0-9f97-432d-a1be-f2b54a53576e,skill/competence,transversal,comprendre le berbère parlé,released,,Comprendre le berbère à l’oral.,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,berbère
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c44b765b-76fb-4a16-be7e-9925beee072c,skill/competence,transversal,interagir verbalement en néerlandais,released,s'exprimer oralement en néerlandais,Communiquer oralement en néerlandais.,http://data.europa.eu/esco/skill/cad4f44b-28a8-4448-86e5-7389e5ebf3eb,néerlandais
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c551614f-5542-460e-9a86-bfcdf160e230,skill/competence,transversal,interagir verbalement en télougou,released,s'exprimer oralement en télougou,Communiquer oralement en télougou.,http://data.europa.eu/esco/skill/64fe09ac-f419-4c04-8997-d1dde2e31bfc,télougou
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,knowledge,transversal,serbe,released,,La langue serbe.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,maîtriser des langues | Langues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c5ef5813-ef1d-4a22-8fce-16b1dcf93ea1,skill/competence,transversal,écrire en biélorusse,released,,Rédiger des textes en biélorusse.,http://data.europa.eu/esco/skill/6f55e44d-4494-4079-9b8d-01ac6912529e,biélorusse
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c6b70785-fce7-4089-8250-21c97ca0ad8f,skill/competence,transversal,comprendre l’estonien écrit,released,,Lire et comprendre des textes rédigés en estonien.,http://data.europa.eu/esco/skill/1b7e6f56-bc73-4bcc-81ae-09252175d418,estonien
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c73e355b-89c8-4831-968e-f146f2ae970c,skill/competence,transversal,écrire en marathi,released,,Rédiger des textes en marathi.,http://data.europa.eu/esco/skill/2080075c-0488-4fbf-a786-734dbbef31ce,marathi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c8c283af-3d77-4212-93ab-1b3de6a79e96,skill/competence,transversal,comprendre le roumain parlé,released,,Comprendre le roumain oral.,http://data.europa.eu/esco/skill/4b9f1ae5-0ee6-4738-8999-9b8191fba808,roumain
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c8d2416e-7db3-4f63-bce3-075f1fea66ea,skill/competence,transversal,comprendre l’islandais parlé,released,,Comprendre l’islandais oral.,http://data.europa.eu/esco/skill/a18e3090-6afb-4afb-a055-1f83bbe498e3,islandais
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c98c8578-6654-4d76-8391-ecfe59abce22,skill/competence,transversal,comprendre le danois écrit,released,,Lire et comprendre des textes rédigés en danois.,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1,danois
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c9ba0570-f751-4023-9851-5a0826e722cc,skill/competence,transversal,interagir verbalement en javanais,released,s'exprimer oralement en javanais,Communiquer oralement en javanais.,http://data.europa.eu/esco/skill/7a86907d-1fd5-4e8f-b0f1-f366a14f6f6d,javanais
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca58a2d3-b901-42b2-b85f-b2b83aeadbea,skill/competence,transversal,comprendre le russe écrit,released,,Lire et comprendre des textes rédigés en russe.,http://data.europa.eu/esco/skill/6891bbce-20bf-4afc-bd5e-75bdf54c0165,russe
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ca81a475-f76c-4318-bdd7-4f1f3605e798,skill/competence,transversal,écrire en italien,released,,Rédiger des textes en italien.,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,italien
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/caac02b1-ab96-477e-a7a7-295c9d9e037f,skill/competence,transversal,interagir verbalement en yiddish,released,s'exprimer oralement en yiddish,Communiquer oralement en yiddish.,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,yiddish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cad4f44b-28a8-4448-86e5-7389e5ebf3eb,knowledge,transversal,néerlandais,released,hollandais,La langue néerlandaise. Le néerlandais est une langue officielle et de travail de l’UE.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,Langues | maîtriser des langues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cb50f9cd-3638-409b-8f93-befaf17d313e,knowledge,transversal,maltais,released,,La langue maltaise. Le maltais est une langue officielle et de travail de l’UE.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,Langues | maîtriser des langues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cba8e108-dd50-43ab-8100-13690408a69c,skill/competence,transversal,comprendre l’occitan écrit,released,,Lire et comprendre des textes rédigés en occitan.,http://data.europa.eu/esco/skill/57cc6587-7efe-4ba5-982f-ac15ce1617ac,occitan
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cd6484a2-bfa2-4371-8e2f-1ffa2a22dac4,skill/competence,transversal,comprendre le suédois parlé,released,,Comprendre le suédois oral.,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,suédois
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cda53197-9c99-404a-ac8a-d8c8550ca98d,skill/competence,transversal,interagir verbalement en ukrainien,released,s'exprimer oralement en ukrainien,Communiquer oralement en ukrainien.,http://data.europa.eu/esco/skill/354b948c-7eef-4ebc-bfd6-f60d7d5acb62,ukrainien
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cec6cd92-d709-42cc-9a6e-6a7dd48b9e08,skill/competence,transversal,écrire en espagnol,released,,Rédiger des textes en espagnol.,http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7,espagnol
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cf5b3ca0-a844-42b9-b9cd-bd15465b9cac,knowledge,transversal,limbourgeois,released,,La langue limbourgeoise.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,maîtriser des langues | Langues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cf9e867f-08d7-48a8-8d11-c63bd8a65f89,skill/competence,transversal,écrire en arabe,released,,Rédiger des textes en arabe.,http://data.europa.eu/esco/skill/33859d93-987c-4caa-a0a9-6159ea7bbc2a,arabe
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d0898934-7335-480f-a986-b9b05b54c718,skill/competence,transversal,comprendre le russe parlé,released,,Comprendre le russe oral.,http://data.europa.eu/esco/skill/6891bbce-20bf-4afc-bd5e-75bdf54c0165,russe
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d10fe458-ceb5-4a40-83f4-b8ef318bf566,skill/competence,transversal,écrire en yiddish,released,,Rédiger des textes en yiddish.,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,yiddish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d16bc537-ede5-440e-a921-7e9c5e995633,skill/competence,transversal,comprendre le chinois écrit,released,,Lire et comprendre des textes rédigés en chinois.,http://data.europa.eu/esco/skill/1fe42b38-cd42-4fc7-ae77-14e4c9e96295,chinois
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d21bcba8-ecf5-4ac3-9a6c-25a5afa42ea2,skill/competence,transversal,écrire en basque,released,,Rédiger des textes en basque.,http://data.europa.eu/esco/skill/a28fa5f1-be5b-4608-8376-acea8c2f8cb1,basque
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d4956f26-d8e3-4cca-9114-a3098f4fafbf,skill/competence,transversal,comprendre le vietnamien écrit,released,,Lire et comprendre des textes rédigés en vietnamien.,http://data.europa.eu/esco/skill/bf60009d-8afb-4306-9b0d-cfe2f66ab08f,vietnamien
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d54d7c00-87c4-4f78-af8d-e84577372974,knowledge,transversal,wallon,released,,La langue wallonne.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,maîtriser des langues | Langues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,knowledge,transversal,yiddish,released,jiddisch | yidich | Idiche | yidish | jidisch,La langue yiddish.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,Langues | maîtriser des langues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,knowledge,transversal,bulgare,released,,La langue bulgare. Le bulgare est une langue officielle et de travail de l’UE.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,maîtriser des langues | Langues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d687187f-9f8f-4c3f-b0a0-230595b7f3af,skill/competence,transversal,comprendre le kurde écrit,released,,Lire et comprendre des textes rédigés en kurde.,http://data.europa.eu/esco/skill/2874065e-6ca3-430c-912a-467da3c23704,kurde
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d6dbc6ea-9bb6-4a8f-9bc2-e9299d74fff9,skill/competence,transversal,interagir verbalement en vietnamien,released,s'exprimer oralement en vietnamien,Communiquer oralement en vietnamien.,http://data.europa.eu/esco/skill/bf60009d-8afb-4306-9b0d-cfe2f66ab08f,vietnamien
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d88d546f-c06d-40f0-9810-3a914abb5444,skill/competence,transversal,comprendre le bosnien écrit,released,,Lire et comprendre des textes rédigés en bosnien.,http://data.europa.eu/esco/skill/a9fdd2c9-4295-4407-ba3c-1547cbce40a2,bosnien
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d937b5aa-8337-4d47-8281-6a67c905569a,skill/competence,transversal,comprendre le yiddish parlé,released,,Comprendre le Yiddish à l’oral.,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,yiddish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d93a7370-bf56-43f5-be54-e108f8ec3107,knowledge,transversal,hindi,released,,La langue hindi.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,maîtriser des langues | Langues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d974d81a-a8db-430d-a3fe-b064bd6a374f,skill/competence,transversal,comprendre le turc parlé,released,,Comprendre le turc à l’oral.,http://data.europa.eu/esco/skill/aa66a033-8522-40e9-a5c0-ff2593e2669c,turc
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9916072-47e1-4466-9908-e7d8f654adc9,skill/competence,transversal,comprendre l'ukrainien parlé,released,,Comprendre l’ukrainien à l’oral.,http://data.europa.eu/esco/skill/354b948c-7eef-4ebc-bfd6-f60d7d5acb62,ukrainien
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da0795a7-6866-4afc-81ed-5e3aa398f058,knowledge,transversal,tchèque,released,,La langue tchèque. Le tchèque est une langue officielle et de travail de l’UE.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,maîtriser des langues | Langues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da4fed26-1991-45bd-b7e0-4eded5dcee10,skill/competence,transversal,comprendre le slovène écrit,released,,Lire et comprendre des textes écrits en slovène.,http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,slovène
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/db751c12-2062-477b-b2b2-6be80daa1ff8,skill/competence,transversal,interagir verbalement en kurde,released,s'exprimer oralement en kurde,Communiquer oralement en kurde.,http://data.europa.eu/esco/skill/2874065e-6ca3-430c-912a-467da3c23704,kurde
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dc052a4f-fb8e-4edb-a575-3a63ddd5b94b,skill/competence,transversal,interagir verbalement en polonais,released,s'exprimer oralement en polonais,Communiquer oralement en polonais.,http://data.europa.eu/esco/skill/f3e9b964-0c2d-46c4-a895-8b3583054d69,polonais
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dcdff38c-01b1-4e44-bc2f-f69b889d45bb,skill/competence,transversal,interagir verbalement en macédonien,released,s'exprimer oralement en macédonien,Communiquer oralement en macédonien.,http://data.europa.eu/esco/skill/15f261e6-4379-437e-b137-b0c473ae3e74,macédonien
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dd5cb6ea-3818-4734-816d-821a67a3684e,skill/competence,transversal,interagir verbalement en japonais,released,s'exprimer oralement en japonais,Communiquer oralement en japonais.,http://data.europa.eu/esco/skill/39c675c4-af13-49db-bbed-cf762102f85e,japonais
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddd3596a-43f3-402e-960a-5f79362a8609,knowledge,transversal,hongrois,released,,La langue hongroise. Le hongrois est une langue officielle de travail de l’UE.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,Langues | maîtriser des langues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df794a74-0392-4178-918b-e38e68487325,skill/competence,transversal,comprendre le tamoul parlé,released,,Comprendre le tamoul à l’oral.,http://data.europa.eu/esco/skill/e9e9b625-f59f-4bda-952d-1f9831e6dfda,Tamoul
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e05b9e06-d298-4646-b762-acbd485a20e9,knowledge,transversal,Pendjabi,released,penjabi,La langue pendjabi.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,Langues | maîtriser des langues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0f20875-de6a-4795-9788-6a32be41512f,skill/competence,transversal,comprendre le croate écrit,released,,Lire et comprendre les textes rédigés en croate.,http://data.europa.eu/esco/skill/6bc58e91-1827-4dc7-a9cf-2311edcba0ec,croate
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e18ee06c-7a0f-47d5-8143-345b8a6f4739,skill/competence,transversal,comprendre l'occitan parlé,released,,Comprendre l’occitan à l’oral.,http://data.europa.eu/esco/skill/57cc6587-7efe-4ba5-982f-ac15ce1617ac,occitan
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1ebf53c-8800-402c-9e61-e19ac072c52d,skill/competence,transversal,comprendre le hindi parlé,released,,Comprendre le hindi à l'oral.,http://data.europa.eu/esco/skill/d93a7370-bf56-43f5-be54-e108f8ec3107,hindi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e29c14e1-60c7-444c-b3d0-43d6bee04340,skill/competence,transversal,écrire en limbourgeois,released,,Écrire des textes en limbourgeois.,http://data.europa.eu/esco/skill/cf5b3ca0-a844-42b9-b9cd-bd15465b9cac,limbourgeois
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3332a83-c688-4838-bd19-e66f6da2201e,skill/competence,transversal,comprendre le bihari parlé,released,,Comprend le bihari à l'oral.,http://data.europa.eu/esco/skill/15ea7b6b-1b93-4ed8-b58a-5c54777e0832,bihari
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e35cfb6e-ea8e-4aef-aab9-3cbc7d79647b,skill/competence,transversal,écrire en néerlandais,released,,Rédiger des textes en néerlandais.,http://data.europa.eu/esco/skill/cad4f44b-28a8-4448-86e5-7389e5ebf3eb,néerlandais
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e396053a-7820-4c4d-9ba9-20d66753f50e,skill/competence,transversal,comprendre le sarde parlé,released,,Comprendre le sarde à l'oral.,http://data.europa.eu/esco/skill/1627c1b9-31e1-4742-bf5c-cfec2ce33cfc,sarde
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e39c8636-6bbc-44c3-88ba-de059ac2396c,skill/competence,transversal,interagir verbalement en serbe,released,s'exprimer oralement en serbe,Communiquer oralement en serbe.,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,serbe
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3a22d2c-2b2e-4eda-b756-2a1908be79b7,skill/competence,transversal,comprendre le limbourgeois parlé,released,,Comprendre le limbourgeois à l'oral.,http://data.europa.eu/esco/skill/cf5b3ca0-a844-42b9-b9cd-bd15465b9cac,limbourgeois
