ESCOURI,ID,UUIDHISTORY,SKILLTYPE,REUSELEVEL,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE
http://data.europa.eu/esco/skill/047fcf0a-2936-49fb-b4eb-97cdd8d09d0b,key_19624,11a97169-5ec0-4532-a77f-3620e24219c4,skill/competence,cross-sector,maintain statutory books,"maintaining statutory books
maintain statutory books
keep statutory books updated
maintain statutory book
oversee statutory books
maintain books of statutes
keep up statutory books","Maintain updated the statutory books of the company with the relevant information of the directors and secretaries, the directors interests, and the register of shareholders.",,
http://data.europa.eu/esco/skill/04838ae5-a737-48a0-a782-3d1b6b6cb75b,key_19625,f5d9dccb-a6ce-4f75-84bd-040b498ec4ba,skill/competence,sector-specific,wash the laundry,"washing the laundry
wash laundry
do the laundry
wash the laundry",Wash or clean clothes by hand or by use of a washing machine.,,
http://data.europa.eu/esco/skill/04880044-9668-45b8-b888-f3d9894bac9f,key_19626,82496fd9-ba2b-472d-b5a0-7b5b05aa42b6,skill/competence,occupation-specific,organise homecare for patients,"arrange homecare for patients
organize home-care for patients
organize homecare for patients
organise homecare for a patient
arrange home-care for patients
make homecare arrangements for patients
organise home-care for patients
make home-care arrangements for patients",Organise care to be provided in the house of a patient who is housebound with acute and/or long-term health problems.,,
http://data.europa.eu/esco/skill/048affec-04db-4bd5-b7a6-c666d16c0fef,key_19627,f8aafcef-350d-4e2b-8958-a670a9898faa,skill/competence,cross-sector,load cargo,"fill up cargo vehicle
load cargo
loading cargo
pack cargo",Gather goods to be transported and place them in a transportation vehicle.,,
http://data.europa.eu/esco/skill/048f04c9-83b1-48cd-9ac9-16a433695a61,key_19628,7585ab74-13c1-4e82-afd5-72c60de69887,skill/competence,occupation-specific,deliver case notes,"hand over a case summary
hand over a case note
deliver a case note
deliver case-notes
deliver case notes
pass on case notes",Deliver the appropriate case notes in a timely manner to those requesting them.,,
http://data.europa.eu/esco/skill/048f3205-6b1a-43e0-9f76-8c43562c6140,key_19629,d7712081-6890-4878-8790-9d6093773b43,skill/competence,occupation-specific,check quality of enamel,"quality check the enamel process
review quality of enamel
check quality of enamel
control quality of enamel
check quality of enamel parts
audit quality of enamel
check enamel's quality
test surface coating standards","Assess enamel by using a needle. If defective, remove it and repeat the enamel process.",,
http://data.europa.eu/esco/skill/049115cd-da38-499e-8544-4afdb6a4abee,key_19630,8a9a5716-7d60-41e2-bb2b-e715c981b7c6,knowledge,occupation-specific,monasticism,"living as a hermit
spiritual lifestyle
living as a monk
living as a nun
monasticism
religious lifestyle
hermit lifestyle",The devotion of one's life to spirituality and the rejection of worldly pursuits such as material goods.,,
http://data.europa.eu/esco/skill/049b5d37-aab3-4b6a-a505-bf254a434b5d,key_19631,e49c76cb-e414-4747-9fa6-55a5c403daf7,skill/competence,transversal,understand written Latvian,"understand written Latvian
interpret written Latvian
understanding written Latvian
read Latvian
comprehend written Latvian
make sense of written Latvian
understand Latvian writing",Read and comprehend written texts in Latvian.,,
http://data.europa.eu/esco/skill/049bc175-3f03-4311-8e5d-bbac9e4c2e6c,key_19632,799ff45f-8066-49aa-95cc-82843fc66f6a,skill/competence,sector-specific,trim excess materials,"trimming excess
trim excess materials
trim excess
trim excess material
trim excess stuff",Trim excess material from finished products with a knife.,,
http://data.europa.eu/esco/skill/049c8caf-dd12-45fc-9bfa-b64051f32a19,key_19633,d2a33870-1683-4a0d-b746-4e19a91ffc73,skill/competence,cross-sector,respond to changing situations in health care,"respond to changing healthcare situations
respond to changing health care situations
react to changing situations in health care
respond to changing situations in health care
cope with changing situations in health care
react to changing situations in healthcare
respond to changing situations in health-care
cope with changing situations in healthcare",Cope with pressure and respond appropriately and in time to unexpected and rapidly changing situations in healthcare.,,
http://data.europa.eu/esco/skill/049de1f6-34ec-46f9-a0b1-8fc6f0199413,key_19634,85a32fa8-6c53-45f5-9384-aa879c019fa4,skill/competence,transversal,write Finnish,"correspond in written Finnish
write Finnish
writing Finnish
show competency in written Finnish",Compose written texts in Finnish.,,
http://data.europa.eu/esco/skill/04a33cf1-06ec-4a34-8a88-a0beca3ce9e8,key_19635,6c82a7c0-80da-40ff-9b2a-d76525616b5e,skill/competence,sector-specific,tend drying equipment,"tend drying equipment
tend of drying equipment
mind drying equipment
take care of drying equipment
look after drying equipment
watch drying equipment","Tend drying equipment, including kiln driers, hearth ovens, roasters, char kilns, and vacuum drying equipment.",,
http://data.europa.eu/esco/skill/04a97507-f019-4b5c-ae52-46224922ce25,key_19636,92c2145f-77ab-4a9b-a52e-331a0ba8be5e,skill/competence,sector-specific,manage freight payment methods,"manage freight payment methods
supervise shipment payment processes
oversee freight payment methods
manage cargo payment methods
oversee cargo payment methods
facilitate cargo payment procedures
manage shipment payment methods
oversee shipment payment methods
facilitate freight payment procedures
ensure cargo payment procedures are implemented correctly
ensure freight payment procedures are implemented correctly
manage payment methods for freight transportation","Manage freight payment methods in accordance with the procedure that must be followed wherein payment is made around the time the freight is due to arrive, clear customs, and be released.",,
http://data.europa.eu/esco/skill/04b90037-ae21-48dc-9448-f0b3eef05b33,key_19637,4705ffd7-7f63-4bb7-acbf-dbbdfb791d70,skill/competence,sector-specific,keep food laboratory inventory,"keep food laboratory inventory
undertake food laboratory inventory
monitor food laboratory inventory
have a food laboratory inventory
keep a food laboratory inventory
maintain a food laboratory inventory",Monitor stocks of food analysis laboratories. Order supplies to keep laboratories well furnished.,,
http://data.europa.eu/esco/skill/04b9627c-80a2-4723-9f07-46e76e11d09a,key_19638,7caea8d3-9bf8-4d66-9ba4-9678b3136b6f,knowledge,sector-specific,tramway regulations,"regulations applied to tramways
regulations governing tram network
tram line regulations
regulations governing tram operations
tram grid regulations
tramway regulations
legal regulations for tramway operations
regulations governing operation of trams
tram network regulations
legal requirements of tramway operations
regulations applying to tramways",Know the regulations governing tramways and apply these regulations in the daily operations of tram transportation. Ensure that standards are met in relation to safeguarding the well-being of passengers and the tramway company.,,
http://data.europa.eu/esco/skill/04ba2e0a-a939-43ab-92fe-63f50b55c798,key_19639,ee19fca1-6c07-472d-a51b-5f3cb525d98c,skill/competence,occupation-specific,rehabilitate worn dentition,"apply dental techniques to preserve pulp vitality
apply techniques to conserve natural tooth structure
manage tooth decay using conservation techniques
rehabilitate worn dentition","Manage tooth caries, defects and aesthetic problems, using techniques that conserve tooth structure and preserve pulp vitality to restore form and function.",,
http://data.europa.eu/esco/skill/04bcb522-62a9-4fc1-8ea9-b7ccff10147e,key_19640,a5285ed4-d85e-4acf-95ba-b7a259de6c92,skill/competence,sector-specific,coordinate flight schedules,"review flight schedules
coordinate schedules of flights
conduct flight scheduling activities
supervise flight schedules
coordinate flight schedules
manage flight schedules
oversee flight schedules
ensure suitable flight schedules
ensure appropriate scheduling of flights
monitor aircraft flight schedules
manage schedules of flights
oversee flight scheduling
perform flight scheduling activities
ensure flights are scheduled appropriately",Manage and review flight schedules and aircraft operations before and after departure.,,
http://data.europa.eu/esco/skill/04bd6e5b-9f81-4c3d-a81f-d7ac2c08dfd9,key_19641,7616bbcf-e4b3-498b-955e-54234d680d68,skill/competence,transversal,understand spoken Punjabi,"make sense of spoken Punjabi
comprehend spoken Punjabi
listen to Panjabi
understanding spoken Punjabi
interpret spoken Punjabi
listen to Punjabi
understand Punjabi speech
understand spoken Punjabi
comprehend spoken Panjabi",Comprehend orally expressed Punjabi.,,
http://data.europa.eu/esco/skill/04cda8e8-e06b-4c91-bbb5-27414dc1cf14,key_19642,666977c6-c44f-442c-9982-041dde9bd0ea,knowledge,sector-specific,embargo regulations,"embargo regulations
regulating an embargo
embargo legislation
embargo rules
embargo regulation
embargo laws
embargo statutes","The national, international and foreign sanctions and embargo regulations, e.g. Council Regulation (EU) No 961/2010.",,
http://data.europa.eu/esco/skill/04cf164c-d07d-49cf-a1b3-84bdbd79b5cb,key_19643,d7a378bb-e08a-4cbb-8e85-b5f590d26a7b,skill/competence,occupation-specific,set up office equipment,"setting up office equipment
furnish office equipment
set up equipment for offices
supply office equipment
set up office equipment","Connect office equipment, such as modems, scanners and printers, to the electricity network and perform electrical bonding to avoid dangerous potential differences. Test the installation for proper functioning. Monitor settings and prepare the appliance for usage.",,
http://data.europa.eu/esco/skill/04dcfb3b-d6ac-4044-a35f-a633d3816c28,key_19644,a513097a-24ea-4310-ba65-2903e00fe47f,skill/competence,cross-sector,advise on bankruptcy proceedings,"advising on bankruptcy proceedings
advise on bankruptcy proceedings
advise on proceedings on bankruptcy
counsel on bankruptcy proceedings
give recommendations on bankruptcy proceedings
advise on bankruptcy proceeding
offer suggestions on bankruptcy proceedings","Guide and advise clients on the formalities, procedures and the actions that can ameliorate the losses in case of bankruptcy.",,
http://data.europa.eu/esco/skill/04dd3f36-7056-4824-9eee-b0312d4a25b7,key_19645,60b0de3b-b83f-4b6e-a3dd-a25876fcaa98,skill/competence,cross-sector,sell processed timber in a commercial environment,"sell processed lumber  in a commercial environment
selling processed timber in a commercial environment
processed timber selling in a commercial environment
selling processed timber in a commercial setting
sell timber and timber-based products in a commercial environment
sell processed timber in a commercial setting",Check that the sales area is in a suitable condition for customers and that the stock and materials are in a suitable condition to be sold.,,
